seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	58165852	58165963	112	*	X08181	4234	58162351	58165914	3564	-	0	overlapStart	0	METTL1
chr12	58176483	58176763	281	*	X08182	10102	58176528	58196639	20112	+	0	overlapStart	0	TSFM
chr12	59314022	59314408	387	*	X08185	121227	59265937	59314319	48383	-	0	overlapStart	0	LRIG3
chr12	59990013	59990029	17	*	X08186	9194	59989821	60183635	193815	+	0	inside	191	SLC16A7
chr12	59990102	59990175	74	*	X08187	9194	59989821	60183635	193815	+	0	inside	280	SLC16A7
chr12	62653817	62654231	415	*	X08189	338811	62102029	62653925	551897	-	0	overlapStart	0	TAFA2
chr12	62653817	62654231	415	*	X08189	9958	62654121	62803501	149381	+	0	overlapStart	0	USP15
chr12	62860686	62860740	55	*	X08190	23041	62860597	62991363	130767	+	0	inside	88	MON2
chr12	63328743	63328935	193	*	X08198	57460	63037763	63328665	290903	-	77	upstream	77	PPM1H
chr12	63328953	63328975	23	*	X08199	57460	63037763	63328665	290903	-	287	upstream	287	PPM1H
chr12	64062184	64062706	523	*	X08200	283417	63952693	64062354	109662	-	0	overlapStart	0	DPY19L2
chr12	64173664	64174058	395	*	X08201	10329	64173583	64203338	29756	+	0	inside	80	RXYLT1
chr12	64237719	64237911	193	*	X08202	57522	64238541	64541613	303073	+	629	upstream	629	SRGAP1
chr12	64615941	64616191	251	*	X08203	144577	64586419	64616076	29658	-	0	overlapStart	0	C12orf66
chr12	64798146	64798244	99	*	X08204	11260	64798153	64842463	44311	+	0	overlapStart	0	XPOT
chr12	64798270	64798320	51	*	X08205	11260	64798153	64842463	44311	+	0	inside	116	XPOT
chr12	64798451	64798470	20	*	X08206	11260	64798153	64842463	44311	+	0	inside	297	XPOT
chr12	64845617	64846092	476	*	X08208	29110	64845840	64895899	50060	+	0	overlapStart	0	TBK1
chr12	65004280	65004324	45	*	X08209	283349	65004293	65091347	87055	+	0	overlapStart	0	RASSF3
chr12	65153196	65153223	28	*	X08211	2799	65107222	65153226	46005	-	0	inside	2	GNS
chr12	66563585	66563599	15	*	X08218	51643	66530717	66563807	33091	-	0	inside	207	TMBIM4
chr12	66563585	66563599	15	*	X08218	84298	66516849	66563807	46959	-	0	inside	207	LLPH
chr12	66563627	66563830	204	*	X08219	51643	66530717	66563807	33091	-	0	overlapStart	0	TMBIM4
chr12	66563627	66563830	204	*	X08219	84298	66516849	66563807	46959	-	0	overlapStart	0	LLPH
chr12	68042552	68042644	93	*	X08221	8445	68042512	68056444	13933	+	0	inside	39	DYRK2
chr12	69004485	69004558	74	*	X08222	5908	69004619	69054385	49767	+	60	upstream	60	RAP1B
chr12	69004657	69004848	192	*	X08223	5908	69004619	69054385	49767	+	0	inside	37	RAP1B
chr12	69080534	69080922	389	*	X08224	100507250	69068151	69080639	12489	-	0	overlapStart	0	LOC100507250
chr12	69080534	69080922	389	*	X08224	57122	69080731	69136473	55743	+	0	overlapStart	0	NUP107
chr12	69139830	69140188	359	*	X08225	55508	69139936	69159853	19918	+	0	overlapStart	0	SLC35E3
chr12	69201945	69202041	97	*	X08226	4193	69201971	69239320	37350	+	0	overlapStart	0	MDM2
chr12	69633412	69633510	99	*	X08227	11052	69633317	69668138	34822	+	0	inside	94	CPSF6
chr12	69753599	69753620	22	*	X08228	8089	69753532	69784576	31045	+	0	inside	66	YEATS4
chr12	69864095	69864291	197	*	X08229	10818	69864129	69973562	109434	+	0	overlapStart	0	FRS2
chr12	69979304	69979559	256	*	X08230	100500903	69978502	69978603	102	-	700	upstream	700	MIR3913-1
chr12	69979304	69979559	256	*	X08230	10576	69979208	69995357	16150	+	0	inside	95	CCT2
chr12	70132790	70132813	24	*	X08231	117177	70132631	70216984	84354	+	0	inside	158	RAB3IP
chr12	70132829	70132853	25	*	X08232	117177	70132631	70216984	84354	+	0	inside	197	RAB3IP
chr12	70636904	70636943	40	*	X08233	4848	70636774	70748773	112000	+	0	inside	129	CNOT2
chr12	70636977	70637271	295	*	X08234	4848	70636774	70748773	112000	+	0	inside	202	CNOT2
chr12	72057509	72057636	128	*	X08236	196441	72003379	72057749	54371	-	0	inside	112	ZFC3H1
chr12	72057509	72057636	128	*	X08236	83591	72057677	72074428	16752	+	40	upstream	40	THAP2
chr12	72079814	72079872	59	*	X08237	55266	72079878	72097839	17962	+	5	upstream	5	TMEM19
chr12	72079943	72080160	218	*	X08238	55266	72079878	72097839	17962	+	0	inside	64	TMEM19
chr12	72233308	72233691	384	*	X08239	64786	72233487	72320629	87143	+	0	overlapStart	0	TBC1D15
chr12	74931576	74931810	235	*	X08240	552889	74931551	74935232	3682	+	0	inside	24	ATXN7L3B
chr12	75784902	75785094	193	*	X08243	144321	75784850	75826177	41328	+	0	inside	51	GLIPR1L2
chr12	75784902	75785094	193	*	X08243	84698	75669759	75784702	114944	-	199	upstream	199	CAPS2
chr12	75905178	75905784	607	*	X08245	11103	75891419	75905418	14000	-	0	overlapStart	0	KRR1
chr12	75905799	75905822	24	*	X08246	11103	75891419	75905418	14000	-	380	upstream	380	KRR1
chr12	76425233	76425367	135	*	X08250	22822	76419227	76425556	6330	-	0	inside	188	PHLDA1
chr12	76478207	76478545	339	*	X08251	4673	76438672	76478738	40067	-	0	inside	192	NAP1L1
chr12	77157621	77157647	27	*	X08254	23390	77157854	77247474	89621	+	206	upstream	206	ZDHHC17
chr12	77157667	77157822	156	*	X08255	23390	77157854	77247474	89621	+	31	upstream	31	ZDHHC17
chr12	77157839	77157885	47	*	X08256	23390	77157854	77247474	89621	+	0	overlapStart	0	ZDHHC17
chr12	77157905	77158370	466	*	X08257	23390	77157854	77247474	89621	+	0	inside	50	ZDHHC17
chr12	77272703	77272755	53	*	X08258	1466	77252496	77272799	20304	-	0	inside	43	CSRP2
chr12	77459071	77459134	64	*	X08261	144455	77415026	77459360	44335	-	0	inside	225	E2F7
chr12	77459149	77459376	228	*	X08262	144455	77415026	77459360	44335	-	0	overlapStart	0	E2F7
chr12	80084839	80084853	15	*	X08265	5074	79985745	80084790	99046	-	48	upstream	48	PAWR
chr12	80328833	80328945	113	*	X08266	4659	80167343	80329235	161893	-	0	inside	289	PPP1R12A
chr12	80329019	80329206	188	*	X08267	4659	80167343	80329235	161893	-	0	inside	28	PPP1R12A
chr12	82752023	82752627	605	*	X08268	29080	82746083	82752584	6502	-	0	overlapStart	0	CCDC59
chr12	82752023	82752627	605	*	X08268	84190	82752276	82873016	120741	+	0	overlapStart	0	METTL25
chr12	83079739	83079740	2	*	X08269	160335	83080934	83528067	447134	+	1193	upstream	1193	TMTC2
chr12	83079773	83079796	24	*	X08270	160335	83080934	83528067	447134	+	1137	upstream	1137	TMTC2
chr12	83080605	83080657	53	*	X08271	160335	83080934	83528067	447134	+	276	upstream	276	TMTC2
chr12	83080736	83080778	43	*	X08272	160335	83080934	83528067	447134	+	155	upstream	155	TMTC2
chr12	88429237	88429488	252	*	X08276	91298	88429268	88443937	14670	+	0	overlapStart	0	C12orf29
chr12	88535530	88535562	33	*	X08277	160418	88536073	88593664	57592	+	510	upstream	510	TMTC3
chr12	88536070	88536103	34	*	X08278	160418	88536073	88593664	57592	+	0	overlapStart	0	TMTC3
chr12	88536070	88536103	34	*	X08278	80184	88442790	88535993	93204	-	76	upstream	76	CEP290
chr12	88973828	88974608	781	*	X08281	4254	88886570	88974250	87681	-	0	overlapStart	0	KITLG
chr12	88974693	88974712	20	*	X08282	4254	88886570	88974250	87681	-	442	upstream	442	KITLG
chr12	89919651	89920156	506	*	X08283	100528030	89913190	89920039	6850	-	0	overlapStart	0	POC1B-GALNT4
chr12	89919651	89920156	506	*	X08283	282809	89813498	89920039	106542	-	0	overlapStart	0	POC1B
chr12	89919651	89920156	506	*	X08283	8693	89913190	89918583	5394	-	1067	upstream	1067	GALNT4
chr12	92539465	92539625	161	*	X08286	694	92534054	92539673	5620	-	0	inside	47	BTG1
chr12	93771671	93772044	374	*	X08287	11163	93771701	93797024	25324	+	0	overlapStart	0	NUDT4
chr12	93771671	93772044	374	*	X08287	643339	93397534	93771512	373979	-	158	upstream	158	LOC643339
chr12	93772077	93772148	72	*	X08288	643339	93397534	93771512	373979	-	564	upstream	564	LOC643339
chr12	93772163	93772190	28	*	X08289	643339	93397534	93771512	373979	-	650	upstream	650	LOC643339
chr12	93772217	93772230	14	*	X08290	643339	93397534	93771512	373979	-	704	upstream	704	LOC643339
chr12	93835696	93835752	57	*	X08292	7334	93802088	93836026	33939	-	0	inside	273	UBE2N
chr12	93835937	93835971	35	*	X08293	7334	93802088	93836026	33939	-	0	inside	54	UBE2N
chr12	93836092	93836103	12	*	X08294	7334	93802088	93836026	33939	-	65	upstream	65	UBE2N
chr12	93861239	93861315	77	*	X08295	28977	93861266	93897548	36283	+	0	overlapStart	0	MRPL42
chr12	93861369	93861534	166	*	X08296	28977	93861266	93897548	36283	+	0	inside	102	MRPL42
chr12	94070961	94070972	12	*	X08299	8738	94071151	94288616	217466	+	178	upstream	178	CRADD
chr12	94071016	94071156	141	*	X08300	8738	94071151	94288616	217466	+	0	overlapStart	0	CRADD
chr12	94071194	94071215	22	*	X08301	8738	94071151	94288616	217466	+	0	inside	42	CRADD
chr12	94071277	94071371	95	*	X08302	8738	94071151	94288616	217466	+	0	inside	125	CRADD
chr12	95044249	95044261	13	*	X08303	57458	94960900	95044324	83425	-	0	inside	62	TMCC3
chr12	95044279	95044297	19	*	X08304	57458	94960900	95044324	83425	-	0	inside	26	TMCC3
chr12	95044326	95044343	18	*	X08305	57458	94960900	95044324	83425	-	1	upstream	1	TMCC3
chr12	95044362	95044411	50	*	X08306	57458	94960900	95044324	83425	-	37	upstream	37	TMCC3
chr12	95397307	95397634	328	*	X08308	55967	95365104	95397489	32386	-	0	overlapStart	0	NDUFA12
chr12	95467330	95467355	26	*	X08309	7181	95414005	95467404	53400	-	0	inside	48	NR2C1
chr12	95867743	95868017	275	*	X08310	10988	95867822	95909613	41792	+	0	overlapStart	0	METAP2
chr12	96337143	96337319	177	*	X08311	120935	96260826	96336428	75603	-	714	upstream	714	CCDC38
chr12	96337143	96337319	177	*	X08311	144193	96337071	96362370	25300	+	0	inside	71	AMDHD1
chr12	96793784	96794218	435	*	X08315	5128	96672039	96794366	122328	-	0	inside	147	CDK17
chr12	96794234	96794251	18	*	X08316	5128	96672039	96794366	122328	-	0	inside	114	CDK17
chr12	97300730	97301080	351	*	X08317	121441	97301001	97347469	46469	+	0	overlapStart	0	NEDD1
chr12	97301097	97301161	65	*	X08318	121441	97301001	97347469	46469	+	0	inside	95	NEDD1
chr12	98897149	98897429	281	*	X08319	643770	98879322	98897633	18312	-	0	inside	203	LINC02453
chr12	98897948	98898147	200	*	X08320	643770	98879322	98897633	18312	-	314	upstream	314	LINC02453
chr12	98987313	98987331	19	*	X08321	5250	98987403	98995778	8376	+	71	upstream	71	SLC25A3
chr12	98987386	98987628	243	*	X08322	5250	98987403	98995778	8376	+	0	overlapStart	0	SLC25A3
chr12	100593256	100593288	33	*	X08325	64431	100593865	100635629	41765	+	576	upstream	576	ACTR6
chr12	100593305	100593484	180	*	X08326	64431	100593865	100635629	41765	+	380	upstream	380	ACTR6
chr12	101673817	101674059	243	*	X08328	27340	101673905	101780397	106493	+	0	overlapStart	0	UTP20
chr12	101801422	101801922	501	*	X08329	400	101786903	101801572	14670	-	0	overlapStart	0	ARL1
chr12	102271326	102271336	11	*	X08330	55332	102271105	102317401	46297	+	0	inside	220	DRAM1
chr12	102271369	102271398	30	*	X08331	55332	102271105	102317401	46297	+	0	inside	263	DRAM1
chr12	102513790	102514102	313	*	X08333	55010	102513956	102591298	77343	+	0	overlapStart	0	PARPBP
chr12	102513790	102514102	313	*	X08333	79023	102467973	102513869	45897	-	0	overlapStart	0	NUP37
chr12	102514117	102514139	23	*	X08334	55010	102513956	102591298	77343	+	0	inside	160	PARPBP
chr12	102514117	102514139	23	*	X08334	79023	102467973	102513869	45897	-	247	upstream	247	NUP37
chr12	102514211	102514243	33	*	X08335	55010	102513956	102591298	77343	+	0	inside	254	PARPBP
chr12	102514211	102514243	33	*	X08335	79023	102467973	102513869	45897	-	341	upstream	341	NUP37
chr12	104323659	104323779	121	*	X08336	100500842	104324203	104324333	131	+	423	upstream	423	MIR3652
chr12	104323659	104323779	121	*	X08336	253724	104237527	104323989	86463	-	0	inside	209	TTC41P
chr12	104323659	104323779	121	*	X08336	7184	104324112	104341708	17597	+	332	upstream	332	HSP90B1
chr12	104324133	104324287	155	*	X08337	100500842	104324203	104324333	131	+	0	overlapStart	0	MIR3652
chr12	104324133	104324287	155	*	X08337	253724	104237527	104323989	86463	-	143	upstream	143	TTC41P
chr12	104324133	104324287	155	*	X08337	7184	104324112	104341708	17597	+	0	inside	20	HSP90B1
chr12	104458590	104458622	33	*	X08339	83468	104382765	104457961	75197	-	628	upstream	628	GLT8D2
chr12	104458638	104458669	32	*	X08340	83468	104382765	104457961	75197	-	676	upstream	676	GLT8D2
chr12	104531809	104532014	206	*	X08341	4801	104510858	104532040	21183	-	0	inside	25	NFYB
chr12	104532098	104532111	14	*	X08342	4801	104510858	104532040	21183	-	57	upstream	57	NFYB
chr12	104850675	104850697	23	*	X08343	50515	104850692	105155792	305101	+	0	overlapStart	0	CHST11
chr12	105478595	105478618	24	*	X08345	160428	105413562	105478341	64780	-	253	upstream	253	ALDH1L2
chr12	105501324	105501819	496	*	X08346	23325	105501492	105562906	61415	+	0	overlapStart	0	WASHC4
chr12	106696266	106696560	295	*	X08349	255394	106696581	106740792	44212	+	20	upstream	20	TCP11L2
chr12	106751428	106751721	294	*	X08350	55703	106751436	106903976	152541	+	0	overlapStart	0	POLR3B
chr12	107168762	107168924	163	*	X08351	100287944	106890188	107168609	278422	-	152	upstream	152	LOC100287944
chr12	107349315	107349396	82	*	X08352	90488	107349544	107367813	18270	+	147	upstream	147	TMEM263
chr12	107349505	107349729	225	*	X08353	90488	107349544	107367813	18270	+	0	overlapStart	0	TMEM263
chr12	107712147	107712166	20	*	X08355	121551	107712197	108053419	341223	+	30	upstream	30	BTBD11
chr12	107712189	107712310	122	*	X08356	121551	107712197	108053419	341223	+	0	overlapStart	0	BTBD11
chr12	108079425	108079801	377	*	X08357	11137	108079590	108106257	26668	+	0	overlapStart	0	PWP1
chr12	108154807	108154828	22	*	X08358	11108	108126643	108155021	28379	-	0	inside	192	PRDM4
chr12	108154843	108154934	92	*	X08359	11108	108126643	108155021	28379	-	0	inside	86	PRDM4
chr12	108155003	108155059	57	*	X08360	11108	108126643	108155021	28379	-	0	overlapStart	0	PRDM4
chr12	108155073	108155164	92	*	X08361	11108	108126643	108155021	28379	-	51	upstream	51	PRDM4
chr12	108955072	108955214	143	*	X08362	23479	108956294	108963160	6867	+	1079	upstream	1079	ISCU
chr12	108955072	108955214	143	*	X08362	9733	108915991	108955165	39175	-	0	overlapStart	0	SART3
chr12	108956161	108956237	77	*	X08363	23479	108956294	108963160	6867	+	56	upstream	56	ISCU
chr12	108956161	108956237	77	*	X08363	9733	108915991	108955165	39175	-	995	upstream	995	SART3
chr12	108956292	108956373	82	*	X08364	23479	108956294	108963160	6867	+	0	overlapStart	0	ISCU
chr12	108956292	108956373	82	*	X08364	9733	108915991	108955165	39175	-	1126	upstream	1126	SART3
chr12	109535254	109535315	62	*	X08366	7374	109535399	109548798	13400	+	83	upstream	83	UNG
chr12	109746960	109747295	336	*	X08368	121643	109715783	109747025	31243	-	0	overlapStart	0	FOXN4
chr12	109747411	109747427	17	*	X08369	121643	109715783	109747025	31243	-	385	upstream	385	FOXN4
chr12	109915058	109915637	580	*	X08370	83892	109886460	109915155	28696	-	0	overlapStart	0	KCTD10
chr12	109915058	109915637	580	*	X08370	89910	109915428	109974510	59083	+	0	overlapStart	0	UBE3B
chr12	110011079	110011121	43	*	X08371	326625	109991521	110011358	19838	-	0	inside	236	MMAB
chr12	110011079	110011121	43	*	X08371	4598	110011500	110035071	23572	+	378	upstream	378	MVK
chr12	110011147	110011182	36	*	X08372	326625	109991521	110011358	19838	-	0	inside	175	MMAB
chr12	110011147	110011182	36	*	X08372	4598	110011500	110035071	23572	+	317	upstream	317	MVK
chr12	110151954	110152220	267	*	X08373	84915	110152187	110208312	56126	+	0	overlapStart	0	FAM222A
chr12	110337864	110337882	19	*	X08376	84260	110338079	110391074	52996	+	196	upstream	196	TCHP
chr12	110337923	110338182	260	*	X08377	84260	110338079	110391074	52996	+	0	overlapStart	0	TCHP
chr12	110434027	110434260	234	*	X08378	9815	110367607	110434194	66588	-	0	overlapStart	0	GIT2
chr12	110434274	110434388	115	*	X08379	9815	110367607	110434194	66588	-	79	upstream	79	GIT2
chr12	110436992	110437021	30	*	X08380	88455	110436991	110477235	40245	+	0	inside	0	ANKRD13A
chr12	110437036	110437164	129	*	X08381	88455	110436991	110477235	40245	+	0	inside	44	ANKRD13A
chr12	110561965	110561965	1	*	X08383	28981	110562140	110656600	94461	+	174	upstream	174	IFT81
chr12	110562124	110562140	17	*	X08384	28981	110562140	110656600	94461	+	0	overlapStart	0	IFT81
chr12	110905966	110905993	28	*	X08385	29902	110906229	110928192	21964	+	235	upstream	235	FAM216A
chr12	110906016	110906074	59	*	X08386	29902	110906229	110928192	21964	+	154	upstream	154	FAM216A
chr12	110906171	110906207	37	*	X08387	29902	110906229	110928192	21964	+	21	upstream	21	FAM216A
chr12	110939731	110939824	94	*	X08388	144715	110940005	110969891	29887	+	180	upstream	180	RAD9B
chr12	110939731	110939824	94	*	X08388	51699	110929330	110939916	10587	-	0	inside	91	VPS29
chr12	110939847	110940194	348	*	X08389	144715	110940005	110969891	29887	+	0	overlapStart	0	RAD9B
chr12	110939847	110940194	348	*	X08389	51699	110929330	110939916	10587	-	0	overlapStart	0	VPS29
chr12	110940272	110940282	11	*	X08390	144715	110940005	110969891	29887	+	0	inside	266	RAD9B
chr12	110940272	110940282	11	*	X08390	51699	110929330	110939916	10587	-	355	upstream	355	VPS29
chr12	110940303	110940371	69	*	X08391	144715	110940005	110969891	29887	+	0	inside	297	RAD9B
chr12	110940303	110940371	69	*	X08391	51699	110929330	110939916	10587	-	386	upstream	386	VPS29
chr12	111020761	111020840	80	*	X08393	160760	110972237	111021064	48828	-	0	inside	223	PPTC7
chr12	111021031	111021136	106	*	X08394	160760	110972237	111021064	48828	-	0	overlapStart	0	PPTC7
chr12	111180516	111181074	559	*	X08395	5501	111157613	111180783	23171	-	0	overlapStart	0	PPP1CC
chr12	111806690	111806913	224	*	X08396	144717	111798455	111806925	8471	-	0	inside	11	PHETA1
chr12	111843233	111843341	109	*	X08397	10019	111843752	111889427	45676	+	410	upstream	410	SH2B3
chr12	111843467	111843495	29	*	X08398	10019	111843752	111889427	45676	+	256	upstream	256	SH2B3
chr12	111843565	111843753	189	*	X08399	10019	111843752	111889427	45676	+	0	overlapStart	0	SH2B3
chr12	112037174	112037613	440	*	X08400	6311	111890018	112037480	147463	-	0	overlapStart	0	ATXN2
chr12	112037644	112037662	19	*	X08401	6311	111890018	112037480	147463	-	163	upstream	163	ATXN2
chr12	112123625	112124000	376	*	X08402	80724	112123857	112194911	71055	+	0	overlapStart	0	ACAD10
chr12	112123625	112124000	376	*	X08402	8315	112079950	112123790	43841	-	0	overlapStart	0	BRAP
chr12	112279595	112280055	461	*	X08403	8550	112280032	112331228	51197	+	0	overlapStart	0	MAPKAPK5
chr12	112450994	112451006	13	*	X08404	10961	112451152	112461024	9873	+	145	upstream	145	ERP29
chr12	112450994	112451006	13	*	X08404	89894	112369087	112451023	81937	-	0	inside	16	TMEM116
chr12	112451200	112451439	240	*	X08405	10961	112451152	112461024	9873	+	0	inside	47	ERP29
chr12	112451200	112451439	240	*	X08405	89894	112369087	112451023	81937	-	176	upstream	176	TMEM116
chr12	112451831	112451883	53	*	X08406	89894	112369087	112451023	81937	-	807	upstream	807	TMEM116
chr12	112451917	112451994	78	*	X08407	89894	112369087	112451023	81937	-	893	upstream	893	TMEM116
chr12	112546342	112546596	255	*	X08410	80018	112464493	112546635	82143	-	0	inside	38	NAA25
chr12	112847263	112847501	239	*	X08412	6128	112842994	112847443	4450	-	0	overlapStart	0	RPL6
chr12	112847521	112847542	22	*	X08413	6128	112842994	112847443	4450	-	77	upstream	77	RPL6
chr12	112847624	112847651	28	*	X08414	6128	112842994	112847443	4450	-	180	upstream	180	RPL6
chr12	112847681	112847700	20	*	X08415	6128	112842994	112847443	4450	-	237	upstream	237	RPL6
chr12	112856538	112856703	166	*	X08416	5781	112856536	112947717	91182	+	0	inside	1	PTPN11
chr12	113623115	113623627	513	*	X08418	79039	113594978	113623284	28307	-	0	overlapStart	0	DDX54
chr12	113623115	113623627	513	*	X08418	84934	113623555	113630119	6565	+	0	overlapStart	0	RITA1
chr12	113772804	113772902	99	*	X08419	80024	113736571	113772925	36355	-	0	inside	22	SLC8B1
chr12	114404064	114404078	15	*	X08420	9904	114254543	114404176	149634	-	0	inside	97	RBM19
chr12	114404123	114404147	25	*	X08421	9904	114254543	114404176	149634	-	0	inside	28	RBM19
chr12	115121830	115121878	49	*	X08422	6926	115108059	115121969	13911	-	0	inside	90	TBX3
chr12	115121893	115121915	23	*	X08423	6926	115108059	115121969	13911	-	0	inside	53	TBX3
chr12	115121962	115122034	73	*	X08424	6926	115108059	115121969	13911	-	0	overlapStart	0	TBX3
chr12	115122513	115122523	11	*	X08425	6926	115108059	115121969	13911	-	543	upstream	543	TBX3
chr12	115122840	115122925	86	*	X08426	6926	115108059	115121969	13911	-	870	upstream	870	TBX3
chr12	117175764	117175807	44	*	X08432	79794	117153596	117175843	22248	-	0	inside	35	SPRING1
chr12	117175764	117175807	44	*	X08432	84900	117176096	117291436	115341	+	288	upstream	288	RNFT2
chr12	117175889	117175916	28	*	X08433	79794	117153596	117175843	22248	-	45	upstream	45	SPRING1
chr12	117175889	117175916	28	*	X08433	84900	117176096	117291436	115341	+	179	upstream	179	RNFT2
chr12	117176139	117176141	3	*	X08434	79794	117153596	117175843	22248	-	295	upstream	295	SPRING1
chr12	117176139	117176141	3	*	X08434	84900	117176096	117291436	115341	+	0	inside	42	RNFT2
chr12	117318843	117319069	227	*	X08436	8739	117298225	117319232	21008	-	0	inside	162	HRK
chr12	117348559	117348960	402	*	X08437	26259	117348761	117468953	120193	+	0	overlapStart	0	FBXW8
chr12	117628089	117628476	388	*	X08438	23014	117581585	117628300	46716	-	0	overlapStart	0	FBXO21
chr12	118407135	118407188	54	*	X08439	283455	117890817	118406028	515212	-	1106	upstream	1106	KSR2
chr12	118407260	118407287	28	*	X08440	283455	117890817	118406028	515212	-	1231	upstream	1231	KSR2
chr12	118573749	118574046	298	*	X08441	5037	118573870	118583390	9521	+	0	overlapStart	0	PEBP1
chr12	120105723	120105842	120	*	X08442	5564	120105757	120119429	13673	+	0	overlapStart	0	PRKAB1
chr12	120426962	120427064	103	*	X08443	92558	120427648	120532299	104652	+	583	upstream	583	BICDL1
chr12	120427704	120427837	134	*	X08444	92558	120427648	120532299	104652	+	0	inside	55	BICDL1
chr12	120632343	120632377	35	*	X08445	10985	120565014	120632513	67500	-	0	inside	135	GCN1
chr12	120632390	120632494	105	*	X08446	10985	120565014	120632513	67500	-	0	inside	18	GCN1
chr12	120884090	120884363	274	*	X08452	283459	120884241	120901556	17316	+	0	overlapStart	0	GATC
chr12	120884090	120884363	274	*	X08452	51499	120881764	120884215	2452	-	0	overlapStart	0	TRIAP1
chr12	120907489	120907547	59	*	X08453	8655	120907660	120936298	28639	+	112	upstream	112	DYNLL1
chr12	120907489	120907547	59	*	X08453	8683	120899471	120907558	8088	-	0	inside	10	SRSF9
chr12	120907613	120907706	94	*	X08454	8655	120907660	120936298	28639	+	0	overlapStart	0	DYNLL1
chr12	120907613	120907706	94	*	X08454	8683	120899471	120907558	8088	-	54	upstream	54	SRSF9
chr12	120933716	120934038	323	*	X08455	100506668	120928141	120933749	5609	-	0	overlapStart	0	NRAV
chr12	120966809	120967034	226	*	X08456	84274	120941082	120966964	25883	-	0	overlapStart	0	COQ5
chr12	121124567	121124854	288	*	X08457	9761	121124949	121139667	14719	+	94	upstream	94	MLEC
chr12	121125020	121125048	29	*	X08458	9761	121124949	121139667	14719	+	0	inside	70	MLEC
chr12	121125218	121125342	125	*	X08459	9761	121124949	121139667	14719	+	0	inside	268	MLEC
chr12	121148369	121148381	13	*	X08460	84747	121148238	121161443	13206	+	0	inside	130	UNC119B
chr12	121148412	121148447	36	*	X08461	84747	121148238	121161443	13206	+	0	inside	173	UNC119B
chr12	121342077	121342139	63	*	X08462	121665	121200313	121342155	141843	-	0	inside	15	SPPL3
chr12	121454148	121454176	29	*	X08463	64897	121440848	121454300	13453	-	0	inside	123	C12orf43
chr12	121454282	121454339	58	*	X08464	64897	121440848	121454300	13453	-	0	overlapStart	0	C12orf43
chr12	121647922	121648178	257	*	X08465	5025	121647664	121671909	24246	+	0	inside	257	P2RX4
chr12	122150719	122150729	11	*	X08474	144404	122150658	122219974	69317	+	0	inside	60	TMEM120B
chr12	122150814	122150824	11	*	X08475	144404	122150658	122219974	69317	+	0	inside	155	TMEM120B
chr12	122326458	122326817	360	*	X08476	3242	122277433	122326517	49085	-	0	overlapStart	0	HPD
chr12	122326458	122326817	360	*	X08476	5715	122326637	122355771	29135	+	0	overlapStart	0	PSMD9
chr12	122459627	122460027	401	*	X08477	605	122459861	122499950	40090	+	0	overlapStart	0	BCL7A
chr12	122460053	122460066	14	*	X08478	605	122459861	122499950	40090	+	0	inside	191	BCL7A
chr12	122688234	122688263	30	*	X08479	79369	122688228	122692084	3857	+	0	inside	5	B3GNT4
chr12	122688373	122688399	27	*	X08480	79369	122688228	122692084	3857	+	0	inside	144	B3GNT4
chr12	122688428	122688476	49	*	X08481	79369	122688228	122692084	3857	+	0	inside	199	B3GNT4
chr12	122750819	122751192	374	*	X08483	65082	122692209	122751068	58860	-	0	overlapStart	0	VPS33A
chr12	122985391	122985521	131	*	X08484	55596	122956146	122985543	29398	-	0	inside	21	ZCCHC8
chr12	123011125	123011548	424	*	X08485	65117	122989190	123011560	22371	-	0	inside	11	RSRC2
chr12	123011125	123011548	424	*	X08485	9735	123011809	123110947	99139	+	260	upstream	260	KNTC1
chr12	123011567	123011585	19	*	X08486	65117	122989190	123011560	22371	-	6	upstream	6	RSRC2
chr12	123011567	123011585	19	*	X08486	9735	123011809	123110947	99139	+	223	upstream	223	KNTC1
chr12	123011748	123011770	23	*	X08487	65117	122989190	123011560	22371	-	187	upstream	187	RSRC2
chr12	123011748	123011770	23	*	X08487	9735	123011809	123110947	99139	+	38	upstream	38	KNTC1
chr12	123237154	123237205	52	*	X08488	8562	123237371	123255953	18583	+	165	upstream	165	DENR
chr12	123237239	123237434	196	*	X08489	8562	123237371	123255953	18583	+	0	overlapStart	0	DENR
chr12	123380453	123380739	287	*	X08491	79720	123349875	123380712	30838	-	0	overlapStart	0	VPS37B
chr12	123380817	123380862	46	*	X08492	79720	123349875	123380712	30838	-	104	upstream	104	VPS37B
chr12	123459127	123459356	230	*	X08494	79676	123459354	123464588	5235	+	0	overlapStart	0	OGFOD2
chr12	123459743	123459875	133	*	X08495	23457	123405498	123459752	54255	-	0	overlapStart	0	ABCB9
chr12	123459889	123459919	31	*	X08496	23457	123405498	123459752	54255	-	136	upstream	136	ABCB9
chr12	123465010	123465457	448	*	X08497	51329	123464880	123467460	2581	+	0	inside	129	ARL6IP4
chr12	123635478	123635551	74	*	X08499	57605	123468027	123635285	167259	-	192	upstream	192	PITPNM2
chr12	123717598	123717725	128	*	X08500	10198	123640946	123717658	76713	-	0	overlapStart	0	MPHOSPH9
chr12	123717598	123717725	128	*	X08500	91574	123717844	123742506	24663	+	118	upstream	118	C12orf65
